# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
123559.80000 -39.187373 -5.740189 -1.016876 -0.003908 0.097232 0.144476 0.984712 0.0000153339 0.0000002161 -0.0000298487 0.0000098682 -0.0000004726 0.0001548886 0.0127557149 -0.0459496323 -0.0016315225 0.2453529212 0.0059192472 0.0159470069
123559.90000 -39.098041 -6.036037 -1.018802 -0.009986 0.098246 0.152504 0.983357 0.0000155184 0.0000005051 -0.0000302675 0.0000098861 -0.0000017614 0.0001546833 0.0134706455 -0.0476735471 -0.0016781672 0.2442342506 0.0058824926 0.0159099521
123560.00000 -39.002213 -6.335777 -1.023958 -0.015582 0.097192 0.160587 0.982101 0.0000156312 0.0000008120 -0.0000305333 0.0000099356 -0.0000031854 0.0001545156 0.0142068691 -0.0493704750 -0.0017162258 0.2431034885 0.0058467861 0.0158771492
123560.10000 -38.901520 -6.634594 -1.010733 -0.021575 0.096144 0.168611 0.980745 0.0000154907 0.0000011300 -0.0000302053 0.0000099109 -0.0000047158 0.0001545618 0.0149779897 -0.0510741019 -0.0017567403 0.2418687773 0.0058077259 0.0158140216
123560.20000 -38.795912 -6.934742 -1.000815 -0.026613 0.093169 0.176908 0.979446 0.0000154385 0.0000014259 -0.0000301108 0.0000100036 -0.0000061994 0.0001544796 0.0157762428 -0.0527583621 -0.0017883803 0.2405861798 0.0057696411 0.0157793708
123560.30000 -38.676866 -7.232874 -0.978788 -0.031683 0.089602 0.185395 0.978057 0.0000150199 0.0000016656 -0.0000291177 0.0000101584 -0.0000076159 0.0001547639 0.0166169283 -0.0544488411 -0.0018234033 0.2392184434 0.0057288815 0.0157449352
123560.40000 -38.558248 -7.524651 -0.936561 -0.036422 0.085924 0.193617 0.976628 0.0000146607 0.0000018636 -0.0000282094 0.0000102690 -0.0000088708 0.0001549938 0.0174727132 -0.0560798043 -0.0018528457 0.2376781148 0.0056846715 0.0156895822
123560.50000 -38.442988 -7.818028 -0.913813 -0.040788 0.080027 0.201303 0.975402 0.0000142849 0.0000020463 -0.0000272718 0.0000104510 -0.0000101512 0.0001551914 0.0183340976 -0.0576575334 -0.0018740465 0.2361655194 0.0056438553 0.0156527198
123560.60000 -38.312801 -8.105858 -0.868051 -0.044355 0.073823 0.209488 0.974011 0.0000136771 0.0000021410 -0.0000256568 0.0000106289 -0.0000113649 0.0001556117 0.0192296297 -0.0592515658 -0.0019039984 0.2347596073 0.0056051204 0.0156134600
123560.70000 -38.179702 -8.391636 -0.822840 -0.047515 0.067045 0.217097 0.972685 0.0000131140 0.0000021833 -0.0000240354 0.0000107906 -0.0000124439 0.0001559965 0.0201255362 -0.0607553386 -0.0019221424 0.2330996830 0.0055609781 0.0155592298
123560.80000 -38.050547 -8.673411 -0.772991 -0.050280 0.059407 0.224822 0.971287 0.0000125171 0.0000022117 -0.0000221630 0.0000110304 -0.0000137478 0.0001563755 0.0210402259 -0.0622280290 -0.0019393152 0.2314428791 0.0055170937 0.0155120037
123560.90000 -37.910053 -8.955944 -0.723172 -0.052011 0.050799 0.232733 0.969819 0.0000119187 0.0000021504 -0.0000201311 0.0000111916 -0.0000146985 0.0001567832 0.0219630809 -0.0636723574 -0.0019556775 0.2298776235 0.0054782329 0.0154660846
123561.00000 -37.768061 -9.240090 -0.669288 -0.053184 0.041228 0.240203 0.968387 0.0000112809 0.0000019998 -0.0000176909 0.0000113513 -0.0000155478 0.0001572442 0.0229178753 -0.0650898082 -0.0019707381 0.2281257390 0.0054321760 0.0154149836
123561.10000 -37.619648 -9.520516 -0.607806 -0.053898 0.031782 0.247879 0.966768 0.0000106779 0.0000017874 -0.0000150336 0.0000114671 -0.0000162358 0.0001576778 0.0239154915 -0.0665243535 -0.0019897917 0.2263737042 0.0053911287 0.0153591095
123561.20000 -37.459888 -9.795203 -0.536012 -0.054163 0.022719 0.255171 0.965110 0.0000101778 0.0000015375 -0.0000123218 0.0000116074 -0.0000168778 0.0001580473 0.0249152030 -0.0678952490 -0.0019995977 0.2245609129 0.0053466800 0.0153060088
123561.30000 -37.304552 -10.072101 -0.460610 -0.053018 0.012771 0.262531 0.963381 0.0000097984 0.0000012945 -0.0000098338 0.0000116537 -0.0000173716 0.0001582976 0.0258960180 -0.0691682330 -0.0020083399 0.2225950770 0.0053027393 0.0152330773
123561.40000 -37.143453 -10.340417 -0.391711 -0.051714 0.002895 0.269682 0.961555 0.0000094696 0.0000009767 -0.0000068369 0.0000117164 -0.0000176877 0.0001585525 0.0269381917 -0.0704925680 -0.0020148380 0.2207284071 0.0052590697 0.0151781318
123561.50000 -36.978784 -10.601021 -0.323782 -0.049630 -0.007511 0.276550 0.959688 0.0000092624 0.0000006340 -0.0000040154 0.0000117310 -0.0000176994 0.0001587574 0.0279512385 -0.0717114444 -0.0020207071 0.2188061467 0.0052124772 0.0151193125
123561.60000 -36.810184 -10.865839 -0.244961 -0.047180 -0.017443 0.283523 0.957645 0.0000091462 0.0000002780 -0.0000009675 0.0000117111 -0.0000178443 0.0001588110 0.0289475512 -0.0728552951 -0.0020273458 0.2168351541 0.0051660545 0.0150514443
123561.70000 -36.631482 -11.127254 -0.170964 -0.043543 -0.027066 0.290857 0.955392 0.0000091573 -0.0000000517 0.0000018175 0.0000116958 -0.0000178618 0.0001587845 0.0300001542 -0.0740313810 -0.0020307382 0.2148474309 0.0051207190 0.0149875030
123561.80000 -36.456651 -11.388993 -0.096049 -0.039460 -0.036791 0.297446 0.953213 0.0000093031 -0.0000004036 0.0000048272 0.0000116494 -0.0000175448 0.0001587401 0.0310606618 -0.0751405678 -0.0020333894 0.2127128843 0.0050691256 0.0149183575
123561.90000 -36.277177 -11.646455 -0.017559 -0.034863 -0.046422 0.304656 0.950691 0.0000095436 -0.0000007174 0.0000077423 0.0000114948 -0.0000169725 0.0001586301 0.0321438938 -0.0762563722 -0.0020357770 0.2106866177 0.0050219278 0.0148541193
123562.00000 -36.085862 -11.901039 0.060089 -0.029895 -0.054563 0.311735 0.948130 0.0000099071 -0.0000010092 0.0000106953 0.0000113764 -0.0000164214 0.0001583865 0.0332306127 -0.0773184670 -0.0020368814 0.2085939525 0.0049746890 0.0147867724
123562.10000 -35.899881 -12.153483 0.135322 -0.024377 -0.062517 0.318691 0.945481 0.0000103186 -0.0000012180 0.0000132336 0.0000112162 -0.0000157079 0.0001581297 0.0343157347 -0.0783049121 -0.0020367269 0.2063464449 0.0049237882 0.0147107206
123562.20000 -35.707178 -12.400330 0.214368 -0.018710 -0.069481 0.325987 0.942632 0.0000108406 -0.0000013834 0.0000159067 0.0000109910 -0.0000147078 0.0001578021 0.0354140027 -0.0792930175 -0.0020381583 0.2042308426 0.0048766773 0.0146414210
123562.30000 -35.510425 -12.642578 0.292944 -0.012551 -0.075722 0.332781 0.939875 0.0000112716 -0.0000014526 0.0000177856 0.0000107930 -0.0000137129 0.0001575633 0.0365050029 -0.0802111746 -0.0020366347 0.2020212877 0.0048277682 0.0145673743
123562.40000 -35.313810 -12.884337 0.366708 -0.006327 -0.081092 0.340193 0.936831 0.0000117868 -0.0000015077 0.0000197930 0.0000105766 -0.0000127123 0.0001572332 0.0375907901 -0.0810813050 -0.0020353896 0.1997854138 0.0047787758 0.0144897161
123562.50000 -35.107184 -13.123945 0.442731 -0.000011 -0.085973 0.347624 0.933684 0.0000123417 -0.0000014867 0.0000217479 0.0000103253 -0.0000114321 0.0001568763 0.0386912906 -0.0819303415 -0.0020360606 0.1975586461 0.0047291857 0.0144141878
123562.60000 -34.892207 -13.360478 0.513310 0.006530 -0.089611 0.355031 0.930527 0.0000128035 -0.0000014067 0.0000232351 0.0000101277 -0.0000102265 0.0001565861 0.0398142346 -0.0827446703 -0.0020354600 0.1952313515 0.0046775863 0.0143361421
123562.70000 -34.688077 -13.592492 0.576208 0.013014 -0.092565 0.362393 0.927326 0.0000133217 -0.0000013053 0.0000247796 0.0000099526 -0.0000089463 0.0001562457 0.0409269618 -0.0834843062 -0.0020352847 0.1928012782 0.0046234351 0.0142530322
123562.80000 -34.472946 -13.820043 0.635593 0.019528 -0.094349 0.369566 0.924196 0.0000136304 -0.0000011041 0.0000256807 0.0000097910 -0.0000075218 0.0001560860 0.0420386428 -0.0842298005 -0.0020369489 0.1905710764 0.0045737114 0.0141820632
123562.90000 -34.257089 -14.044856 0.685450 0.025511 -0.095522 0.377014 0.920915 0.0000139647 -0.0000008735 0.0000266057 0.0000096270 -0.0000060276 0.0001558802 0.0431404358 -0.0848939866 -0.0020378460 0.1881910480 0.0045203903 0.0141033332
123563.00000 -34.030763 -14.264963 0.740943 0.031602 -0.094629 0.384829 0.917580 0.0000141877 -0.0000006456 0.0000271755 0.0000095465 -0.0000046705 0.0001557747 0.0442387687 -0.0855279204 -0.0020421975 0.1858429637 0.0044675897 0.0140268071
123563.10000 -33.793937 -14.486109 0.797515 0.037505 -0.093218 0.392675 0.914172 0.0000142096 -0.0000003310 0.0000272379 0.0000094471 -0.0000029685 0.0001558388 0.0453437805 -0.0861026847 -0.0020430533 0.1833633910 0.0044128631 0.0139444488
123563.20000 -33.563553 -14.699988 0.842850 0.042935 -0.090487 0.400371 0.910863 0.0000142050 -0.0000000666 0.0000272192 0.0000094224 -0.0000015557 0.0001558997 0.0464720675 -0.0866301001 -0.0020408063 0.1807479358 0.0043544979 0.0138595162
123563.30000 -33.326397 -14.916685 0.880979 0.047206 -0.087873 0.408186 0.907432 0.0000140775 0.0000002557 0.0000268852 0.0000093918 0.0000001864 0.0001560442 0.0475695598 -0.0871332763 -0.0020441176 0.1782892285 0.0043005231 0.0137788551
123563.40000 -33.086452 -15.127055 0.914126 0.051521 -0.083277 0.416002 0.904076 0.0000138910 0.0000004833 0.0000263846 0.0000093787 0.0000014197 0.0001562032 0.0487116555 -0.0876294657 -0.0020495573 0.1757712484 0.0042438691 0.0136984512
123563.50000 -32.845137 -15.332603 0.943588 0.055310 -0.077658 0.423799 0.900725 0.0000135440 0.0000007202 0.0000254303 0.0000094020 0.0000028489 0.0001565013 0.0498147897 -0.0880509073 -0.0020538318 0.1732394952 0.0041871196 0.0136150171
123563.60000 -32.602354 -15.530251 0.966997 0.058375 -0.072155 0.431151 0.897494 0.0000130284 0.0000009294 0.0000239198 0.0000094666 0.0000042624 0.0001569506 0.0509027342 -0.0884255595 -0.0020568234 0.1707258991 0.0041302541 0.0135355282
123563.70000 -32.357041 -15.724707 0.985455 0.060465 -0.064832 0.438487 0.894355 0.0000126151 0.0000010961 0.0000226552 0.0000095543 0.0000056291 0.0001572661 0.0519628509 -0.0887421831 -0.0020617180 0.1682093025 0.0040729554 0.0134536685
123563.80000 -32.108252 -15.911907 0.994465 0.061949 -0.057525 0.445669 0.891197 0.0000120608 0.0000011890 0.0000208034 0.0000096248 0.0000068622 0.0001577044 0.0530109612 -0.0890226682 -0.0020680473 0.1656891824 0.0040159570 0.0133670488
123563.90000 -31.861771 -16.099455 0.993477 0.063356 -0.049557 0.452642 0.888057 0.0000115884 0.0000012694 0.0000190322 0.0000097641 0.0000081266 0.0001580561 0.0540279317 -0.0892342175 -0.0020738054 0.1631501054 0.0039561769 0.0132839621
123564.00000 -31.612632 -16.280718 0.986859 0.063211 -0.041064 0.459279 0.885088 0.0000110334 0.0000012914 0.0000166648 0.0000099492 0.0000093166 0.0001584972 0.0550719395 -0.0894578120 -0.0020825134 0.1606740244 0.0038969860 0.0132058847
123564.10000 -31.348584 -16.460538 0.979929 0.062953 -0.032287 0.466856 0.881499 0.0000105271 0.0000012229 0.0000143956 0.0000100060 0.0000102181 0.0001588268 0.0560865399 -0.0896273079 -0.0020920614 0.1581888697 0.0038370113 0.0131210216
123564.20000 -31.090033 -16.636180 0.968856 0.061562 -0.022897 0.473667 0.878251 0.0000100921 0.0000011492 0.0000118261 0.0000101511 0.0000112594 0.0001591345 0.0571219699 -0.0897258933 -0.0020997802 0.1555054320 0.0037714710 0.0130269800
123564.30000 -30.828092 -16.805133 0.949312 0.058937 -0.014140 0.480598 0.874844 0.0000097150 0.0000009736 0.0000091258 0.0000102512 0.0000119716 0.0001594040 0.0581367193 -0.0898141807 -0.0021061352 0.1529467920 0.0037099722 0.0129403904
123564.40000 -30.562273 -16.972956 0.918882 0.056050 -0.004494 0.486921 0.871634 0.0000094214 0.0000007675 0.0000065077 0.0000103091 0.0000123587 0.0001596006 0.0591038424 -0.0898359417 -0.0021143380 0.1503890846 0.0036460987 0.0128525489
123564.50000 -30.293931 -17.136206 0.889439 0.052404 0.004815 0.493535 0.868132 0.0000092220 0.0000005396 0.0000035180 0.0000104233 0.0000129397 0.0001597037 0.0600763270 -0.0898233243 -0.0021242973 0.1478052668 0.0035794335 0.0127649993
123564.60000 -30.023717 -17.297209 0.845252 0.048275 0.014096 0.499937 0.864600 0.0000091395 0.0000002688 0.0000003927 0.0000104320 0.0000129675 0.0001597828 0.0610417848 -0.0897811244 -0.0021326213 0.1452308337 0.0035136303 0.0126725826
123564.70000 -29.747857 -17.457613 0.802115 0.043595 0.023254 0.506508 0.860818 0.0000091850 0.0000000032 -0.0000025633 0.0000104660 0.0000131935 0.0001597075 0.0619916239 -0.0897018868 -0.0021431262 0.1426656088 0.0034458233 0.0125778509
123564.80000 -29.472340 -17.609861 0.756595 0.038023 0.032132 0.512799 0.857064 0.0000093436 -0.0000002538 -0.0000054903 0.0000105025 0.0000134194 0.0001595073 0.0629760869 -0.0896051845 -0.0021528460 0.1400529102 0.0033771244 0.0124840993
123564.90000 -29.186976 -17.758068 0.698678 0.032443 0.040228 0.519209 0.853083 0.0000096226 -0.0000005215 -0.0000086027 0.0000104234 0.0000131390 0.0001592549 0.0638958126 -0.0894445772 -0.0021616176 0.1374757625 0.0033092012 0.0123854173
123565.00000 -28.907625 -17.895179 0.630398 0.025757 0.047607 0.525456 0.849098 0.0000099823 -0.0000007665 -0.0000113697 0.0000103056 0.0000128347 0.0001589278 0.0647983596 -0.0892187045 -0.0021714243 0.1348134053 0.0032358333 0.0122747214
123565.10000 -28.628523 -18.035078 0.574752 0.019122 0.055029 0.531614 0.844981 0.0000104701 -0.0000009519 -0.0000141441 0.0000102417 0.0000122660 0.0001585526 0.0656245617 -0.0889496049 -0.0021813136 0.1322756895 0.0031655310 0.0121816022
123565.20000 -28.340181 -18.163797 0.505068 0.012082 0.061720 0.537833 0.840702 0.0000110340 -0.0000010928 -0.0000168524 0.0000101315 0.0000115548 0.0001580870 0.0664951984 -0.0886963486 -0.0021874526 0.1297606847 0.0030988061 0.0120861806
123565.30000 -28.053689 -18.292185 0.442678 0.004443 0.067733 0.543955 0.836364 0.0000116601 -0.0000012083 -0.0000193820 0.0000100169 0.0000108660 0.0001575664 0.0672679880 -0.0883228239 -0.0021955586 0.1271709388 0.0030266177 0.0119810159
123565.40000 -27.766311 -18.415356 0.372811 -0.002845 0.072836 0.550202 0.831844 0.0000123330 -0.0000012798 -0.0000217943 0.0000098676 0.0000100879 0.0001569912 0.0680758005 -0.0879645334 -0.0022004100 0.1246235083 0.0029569499 0.0118730307
123565.50000 -27.471705 -18.536175 0.311229 -0.010377 0.077606 0.556572 0.827102 0.0000129827 -0.0000012935 -0.0000238329 0.0000097851 0.0000092835 0.0001564550 0.0688549305 -0.0875709873 -0.0022069954 0.1221034305 0.0028863038 0.0117748696
123565.60000 -27.176862 -18.655546 0.234694 -0.017872 0.080639 0.562794 0.822460 0.0000137563 -0.0000012345 -0.0000260630 0.0000096501 0.0000081118 0.0001558197 0.0696321099 -0.0871301054 -0.0022090269 0.1195284706 0.0028169664 0.0116728735
123565.70000 -26.886671 -18.764847 0.155227 -0.025194 0.083020 0.569260 0.817567 0.0000143789 -0.0000011185 -0.0000276985 0.0000095361 0.0000069242 0.0001553355 0.0703975571 -0.0866740788 -0.0022147322 0.1169978794 0.0027450400 0.0115703300
123565.80000 -26.592168 -18.867345 0.074930 -0.032322 0.084576 0.575158 0.813016 0.0000149241 -0.0000009373 -0.0000290911 0.0000093884 0.0000056427 0.0001548703 0.0710697010 -0.0861700161 -0.0022189963 0.1145575519 0.0026757932 0.0114651309
123565.90000 -26.293491 -18.968366 0.004246 -0.039238 0.085242 0.581776 0.807918 0.0000154896 -0.0000007519 -0.0000304073 0.0000092909 0.0000044179 0.0001544084 0.0717068786 -0.0856099266 -0.0022228394 0.1120868295 0.0026052443 0.0113589143
123566.00000 -25.994461 -19.070781 -0.076413 -0.045182 0.084749 0.588442 0.802815 0.0000158972 -0.0000004941 -0.0000313371 0.0000092167 0.0000030780 0.0001540663 0.0723861624 -0.0850434379 -0.0022234686 0.1095982721 0.0025373177 0.0112562182
123566.10000 -25.693177 -19.161991 -0.163233 -0.051285 0.082733 0.594877 0.797901 0.0000162341 -0.0000002319 -0.0000320832 0.0000091486 0.0000018250 0.0001537615 0.0730682831 -0.0844706682 -0.0022269351 0.1071479983 0.0024680825 0.0111531815
123566.20000 -25.396405 -19.246801 -0.239645 -0.056590 0.080780 0.601235 0.792962 0.0000163449 0.0000001186 -0.0000323271 0.0000091115 0.0000002080 0.0001536736 0.0736540023 -0.0838216279 -0.0022297921 0.1047100877 0.0023984768 0.0110469701
123566.30000 -25.093942 -19.326787 -0.308668 -0.062154 0.077155 0.607664 0.787990 0.0000164328 0.0000003942 -0.0000324848 0.0000091622 -0.0000010145 0.0001536036 0.0741988290 -0.0831609436 -0.0022282160 0.1023557043 0.0023322264 0.0109513486
123566.40000 -24.786462 -19.405732 -0.387686 -0.065527 0.073306 0.614253 0.782960 0.0000163613 0.0000007726 -0.0000323576 0.0000091933 -0.0000027025 0.0001536138 0.0747093206 -0.0824454247 -0.0022240225 0.0999649780 0.0022677415 0.0108435315
123566.50000 -24.477233 -19.481985 -0.448308 -0.069145 0.068992 0.621128 0.777598 0.0000160448 0.0000010118 -0.0000316709 0.0000092080 -0.0000038711 0.0001538727 0.0752286245 -0.0816997765 -0.0022227911 0.0975447167 0.0021993930 0.0107343550
123566.60000 -24.167573 -19.550271 -0.513943 -0.071974 0.063723 0.627600 0.772578 0.0000158231 0.0000012795 -0.0000311862 0.0000092559 -0.0000051440 0.0001539998 0.0757338035 -0.0809350169 -0.0022143057 0.0951483628 0.0021357256 0.0106254952
123566.70000 -23.864193 -19.614284 -0.583297 -0.073957 0.056929 0.633997 0.767683 0.0000154676 0.0000015085 -0.0000303460 0.0000093902 -0.0000065015 0.0001542803 0.0761668572 -0.0801261222 -0.0022052793 0.0927938509 0.0020707366 0.0105233901
123566.80000 -23.547582 -19.670763 -0.644370 -0.074668 0.050190 0.640551 0.762627 0.0000148519 0.0000017087 -0.0000289045 0.0000095091 -0.0000078519 0.0001547515 0.0765885683 -0.0793334919 -0.0021986827 0.0905355737 0.0020078023 0.0104215745
123566.90000 -23.238166 -19.722688 -0.704208 -0.075048 0.042582 0.646845 0.757725 0.0000142105 0.0000018038 -0.0000273333 0.0000096053 -0.0000089211 0.0001552494 0.0769449846 -0.0784352024 -0.0021868531 0.0881680667 0.0019436175 0.0103114187
123567.00000 -22.922406 -19.769558 -0.763906 -0.073915 0.034103 0.653292 0.752717 0.0000135987 0.0000019386 -0.0000256783 0.0000097770 -0.0000103072 0.0001556875 0.0772744638 -0.0775574511 -0.0021756572 0.0859191786 0.0018822973 0.0102046479
123567.10000 -22.611246 -19.809638 -0.808595 -0.072438 0.026384 0.659355 0.747869 0.0000128062 0.0000019058 -0.0000234027 0.0000098849 -0.0000113157 0.0001563183 0.0775780148 -0.0766307520 -0.0021628890 0.0836333473 0.0018198417 0.0100941675
123567.20000 -22.298586 -19.847271 -0.849470 -0.070043 0.018391 0.665569 0.742815 0.0000121489 0.0000018454 -0.0000212572 0.0000100286 -0.0000120944 0.0001568726 0.0778315324 -0.0756980835 -0.0021453727 0.0814343516 0.0017632856 0.0099892292
123567.30000 -21.979034 -19.878031 -0.882407 -0.067097 0.010032 0.671556 0.737841 0.0000115247 0.0000017626 -0.0000190383 0.0000101510 -0.0000129733 0.0001573358 0.0780618521 -0.0747400515 -0.0021270058 0.0792456981 0.0017068821 0.0098826235
123567.40000 -21.667940 -19.907770 -0.910754 -0.063114 0.001416 0.677379 0.732920 0.0000108966 0.0000016140 -0.0000164888 0.0000102346 -0.0000138079 0.0001578021 0.0782378771 -0.0737202283 -0.0021063965 0.0770243179 0.0016514820 0.0097673421
123567.50000 -21.354689 -19.930441 -0.942401 -0.058167 -0.007219 0.682974 0.728087 0.0000103583 0.0000014160 -0.0000138763 0.0000103451 -0.0000143439 0.0001582421 0.0784399442 -0.0727493596 -0.0020854172 0.0749114890 0.0015984664 0.0096633580
123567.60000 -21.047043 -19.947610 -0.967967 -0.052518 -0.015673 0.688512 0.723151 0.0000098595 0.0000011428 -0.0000109044 0.0000103901 -0.0000146350 0.0001586883 0.0785650883 -0.0717343818 -0.0020642335 0.0728217380 0.0015448727 0.0095559215
123567.70000 -20.738225 -19.960356 -0.986920 -0.046288 -0.023504 0.693830 0.718265 0.0000094751 0.0000008660 -0.0000079842 0.0000104195 -0.0000149550 0.0001589837 0.0786501116 -0.0707257645 -0.0020419738 0.0708135359 0.0014949185 0.0094495373
123567.80000 -20.425822 -19.970167 -0.996292 -0.039678 -0.031813 0.699001 0.713310 0.0000092078 0.0000005619 -0.0000049371 0.0000103958 -0.0000149905 0.0001592360 0.0787141079 -0.0696970253 -0.0020183242 0.0688179549 0.0014463501 0.0093421683
123567.90000 -20.117282 -19.974167 -1.002069 -0.032401 -0.038996 0.704014 0.708374 0.0000090721 0.0000002634 -0.0000019902 0.0000103983 -0.0000150990 0.0001593498 0.0787519286 -0.0686373046 -0.0019914154 0.0668211276 0.0013985357 0.0092354462
123568.00000 -19.799879 -19.973882 -0.997760 -0.024291 -0.046045 0.709349 0.702932 0.0000090470 -0.0000000481 0.0000011173 0.0000103686 -0.0000150042 0.0001593839 0.0787607934 -0.0675814452 -0.0019643503 0.0648882307 0.0013532383 0.0091306196
123568.10000 -19.477455 -19.967809 -0.984293 -0.016261 -0.052353 0.714543 0.697441 0.0000091476 -0.0000003636 0.0000042120 0.0000102678 -0.0000145120 0.0001593716 0.0787344872 -0.0664639081 -0.0019338367 0.0629014026 0.0013083828 0.0090223679
123568.20000 -19.167326 -19.958888 -0.968860 -0.008384 -0.058088 0.719383 0.692130 0.0000093499 -0.0000006097 0.0000069120 0.0000102105 -0.0000141555 0.0001592428 0.0786573803 -0.0653044514 -0.0019008599 0.0609120455 0.0012652269 0.0089115078
123568.30000 -18.852970 -19.943879 -0.949123 0.000351 -0.062968 0.724540 0.686350 0.0000096311 -0.0000008463 0.0000096130 0.0000101152 -0.0000137120 0.0001590196 0.0785640240 -0.0642067495 -0.0018692511 0.0590712772 0.0012263970 0.0088069949
123568.40000 -18.537251 -19.925846 -0.918298 0.008789 -0.067173 0.729363 0.680765 0.0000100256 -0.0000010307 0.0000123514 0.0000099166 -0.0000127483 0.0001587862 0.0784329191 -0.0630670219 -0.0018366517 0.0572169224 0.0011859310 0.0087003984
123568.50000 -18.222298 -19.900732 -0.883676 0.017043 -0.069883 0.734432 0.674860 0.0000104744 -0.0000011284 0.0000147459 0.0000097798 -0.0000117590 0.0001585268 0.0782769511 -0.0619164088 -0.0018015915 0.0553915522 0.0011494139 0.0085950215
123568.60000 -17.909839 -19.871519 -0.845392 0.025642 -0.072906 0.739283 0.668946 0.0000108786 -0.0000011956 0.0000168015 0.0000095776 -0.0000106096 0.0001582504 0.0780560001 -0.0607466933 -0.0017667126 0.0536006246 0.0011145507 0.0084874638
123568.70000 -17.599912 -19.839673 -0.799575 0.033417 -0.074727 0.744052 0.663088 0.0000114280 -0.0000012142 0.0000190933 0.0000093910 -0.0000093340 0.0001578590 0.0778348184 -0.0595866894 -0.0017316387 0.0518552283 0.0010802761 0.0083837728
123568.80000 -17.285186 -19.795728 -0.753498 0.041392 -0.075949 0.749327 0.656527 0.0000119244 -0.0000011796 0.0000209489 0.0000092578 -0.0000083036 0.0001574661 0.0775898030 -0.0584345046 -0.0016959455 0.0501624497 0.0010489663 0.0082812110
123568.90000 -16.969755 -19.751947 -0.700890 0.049112 -0.075665 0.754311 0.650290 0.0000123278 -0.0000010945 0.0000223513 0.0000091150 -0.0000071614 0.0001571611 0.0772412909 -0.0572184029 -0.0016594469 0.0484569965 0.0010166290 0.0081727895
123569.00000 -16.661587 -19.704328 -0.639645 0.055691 -0.074929 0.759253 0.644065 0.0000128196 -0.0000009226 0.0000239131 0.0000089624 -0.0000055962 0.0001567937 0.0769005931 -0.0560085082 -0.0016215111 0.0467815382 0.0009862219 0.0080670570
123569.10000 -16.352318 -19.650262 -0.575247 0.062071 -0.073092 0.764339 0.637645 0.0000131747 -0.0000007851 0.0000249498 0.0000089006 -0.0000045193 0.0001565274 0.0765428036 -0.0548325709 -0.0015824085 0.0451938668 0.0009594459 0.0079670905
123569.20000 -16.043705 -19.589927 -0.504629 0.067482 -0.070350 0.769507 0.631154 0.0000133963 -0.0000005167 0.0000256189 0.0000088143 -0.0000027733 0.0001563803 0.0761447796 -0.0536352077 -0.0015441377 0.0436177940 0.0009335526 0.0078656373
123569.30000 -15.737043 -19.524186 -0.438695 0.072604 -0.067030 0.774604 0.624680 0.0000136043 -0.0000002321 0.0000261938 0.0000087872 -0.0000011275 0.0001562267 0.0756988441 -0.0524270388 -0.0015049524 0.0420774019 0.0009088848 0.0077653399
123569.40000 -15.430600 -19.456596 -0.362166 0.076548 -0.063209 0.779764 0.618153 0.0000137022 0.0000000481 0.0000264572 0.0000087885 0.0000004403 0.0001561446 0.0752080820 -0.0512225629 -0.0014671283 0.0405852063 0.0008833112 0.0076645922
123569.50000 -15.118896 -19.385826 -0.289810 0.080218 -0.058543 0.784910 0.611600 0.0000135919 0.0000002734 0.0000262283 0.0000087968 0.0000017483 0.0001562019 0.0747207172 -0.0500206636 -0.0014279418 0.0391135220 0.0008614613 0.0075643570
123569.60000 -14.813586 -19.300206 -0.215998 0.082316 -0.053396 0.790047 0.605143 0.0000135020 0.0000005552 0.0000260641 0.0000088367 0.0000034646 0.0001561869 0.0742209659 -0.0487958658 -0.0013895676 0.0376382606 0.0008372268 0.0074647823
123569.70000 -14.506856 -19.220105 -0.138886 0.084194 -0.047648 0.795309 0.598435 0.0000132722 0.0000007784 0.0000254188 0.0000089091 0.0000048188 0.0001563381 0.0736052566 -0.0475692416 -0.0013515309 0.0362339847 0.0008154317 0.0073605394
123569.80000 -14.196416 -19.130279 -0.057687 0.084837 -0.041335 0.800414 0.591973 0.0000129803 0.0000009962 0.0000245677 0.0000090136 0.0000062043 0.0001565284 0.0730456112 -0.0463603237 -0.0013126866 0.0348515879 0.0007936659 0.0072629337
123569.90000 -13.900455 -19.034483 0.014985 0.084711 -0.034980 0.805321 0.585712 0.0000125509 0.0000011364 0.0000233001 0.0000091642 0.0000074976 0.0001568415 0.0724141164 -0.0451176007 -0.0012728839 0.0334763032 0.0007735127 0.0071640560
123570.00000 -13.602412 -18.936108 0.101024 0.083258 -0.027401 0.810402 0.579280 0.0000121395 0.0000012625 0.0000220378 0.0000093054 0.0000088540 0.0001570818 0.0717393753 -0.0439405366 -0.0012369513 0.0322203689 0.0007537070 0.0070657003
123570.10000 -13.307907 -18.832660 0.172909 0.081351 -0.020203 0.815313 0.572922 0.0000115984 0.0000013385 0.0000202204 0.0000095092 0.0000103259 0.0001574231 0.0710646049 -0.0427526195 -0.0011993879 0.0309684763 0.0007367908 0.0069696414
123570.20000 -13.015634 -18.725274 0.257851 0.077847 -0.012480 0.820054 0.566829 0.0000111443 0.0000013944 0.0000185392 0.0000097092 0.0000117143 0.0001576559 0.0703628555 -0.0415790827 -0.0011633825 0.0297628052 0.0007176347 0.0068737627
